,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
0,1,clpA_36,clpX_24,nifS_107,pepX_85,pyrG_23,recG_30,rplB_23,uvrA_30,New
1,2,clpA_36,clpX_24,nifS_107,pepX_85,pyrG_37,recG_30,rplB_23,uvrA_30,New
2,3,clpA_36,clpX_24,nifS_23,pepX_85,pyrG_23,recG_30,rplB_23,uvrA_30,Existing
3,4,clpA_36,clpX_24,nifS_23,pepX_85,pyrG_37,recG_30,rplB_23,uvrA_30,New
