	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	0.226791444979	0.126939474868	0.226464610364	0.166362489179	0.0800827823457	0.238766971258	0.204265566393	0.0592350098752	0.186998866131	0.172832055954	0.0576312772303	0.109044898052	0.222802915367	0.184973197845	0.143963283753	0.201775511195	0.021859952317	0.0810042078383	0.000352850178738	0.222074830832	0.00055215324002	0.000672879798864	0.124795188159	0.173751058772	0.123911195973	0.0205732478962	0.020574248523	0.000486351942758	0.0005	0.092384094466	0.000150833405877	0.000672503450878	0.0625005110204	0.235754216453	0.125758572348	0.169354295682	0.17821258396	0.000351028344816	0.000555840165633	0.210742190069
