,Strain,Proportion,Error
0,7.0,65.946,0.0
1,6.0,29.724,0.0
2,7.0,65.946,0.0
3,6.0,29.651,0.0
4,7.0,65.946,0.0
5,6.0,29.724,0.0
6,7.0,65.946,0.0
7,6.0,29.651,0.0
