,Strain,Proportion,Error
0,6.0,0.709,0.0
1,5.0,0.296999998154,0.0
2,6.0,0.709,0.0
3,5.0,0.296999998154,0.0
4,6.0,0.66,0.0
5,5.0,0.297,0.0
6,6.0,0.66,0.0
7,5.0,0.297,0.0
