,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,4494,New,clpA_7,clpX_119,nifS_1,pepX_1,pyrG_1,recG_18,rplB_5,uvrA_7,0.093
1,4733,New,clpA_4,clpX_119,nifS_14,pepX_95,pyrG_1,recG_5,rplB_96,uvrA_5,0.284
2,4812,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_18,rplB_1,uvrA_7,0.473
3,5026,New,clpA_104,clpX_1,nifS_1,pepX_13,pyrG_1,recG_5,rplB_5,uvrA_8,0.15
