,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,4361,New,clpA_9,clpX_119,nifS_1,pepX_7,pyrG_1,recG_15,rplB_1,uvrA_10,0.384
1,4376,Existing,clpA_9,clpX_1,nifS_1,pepX_7,pyrG_1,recG_1,rplB_1,uvrA_10,0.343
2,4384,New,clpA_9,clpX_1,nifS_1,pepX_1,pyrG_1,recG_8,rplB_1,uvrA_83,0.2
3,4,Existing,clpA_1,clpX_1,nifS_1,pepX_1,pyrG_1,recG_1,rplB_1,uvrA_1,0.073
