,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,5846,New,clpA_5,clpX_14,nifS_5,pepX_5,pyrG_5,recG_7,rplB_1,uvrA_6,0.27
1,5853,Existing,clpA_5,clpX_5,nifS_4,pepX_5,pyrG_5,recG_5,rplB_1,uvrA_6,0.73
