,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,6345,New,clpA_1,clpX_122,nifS_1,pepX_162,pyrG_6,recG_1,rplB_1,uvrA_1,0.434
1,8344,New,clpA_1,clpX_4,nifS_8,pepX_119,pyrG_113,recG_19,rplB_1,uvrA_19,0.249
2,10729,New,clpA_21,clpX_122,nifS_75,pepX_119,pyrG_169,recG_1,rplB_1,uvrA_1,0.191
3,11611,New,clpA_21,clpX_4,nifS_17,pepX_117,pyrG_169,recG_19,rplB_1,uvrA_104,0.126
