,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,25,New,clpA_4,clpX_14,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.26
1,26,New,clpA_4,clpX_14,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_83,0.101
2,15,Existing,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.639
