,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,4431,New,clpA_4,clpX_119,nifS_1,pepX_20,pyrG_113,recG_6,rplB_1,uvrA_7,0.351
1,4441,New,clpA_4,clpX_1,nifS_1,pepX_94,pyrG_1,recG_6,rplB_1,uvrA_7,0.529
2,4446,New,clpA_4,clpX_1,nifS_1,pepX_20,pyrG_1,recG_14,rplB_1,uvrA_7,0.12
