,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,4812,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_18,rplB_1,uvrA_7,0.334
1,15,Existing,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.237
2,17652,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_1,0.003
3,4426,New,clpA_4,clpX_1,nifS_15,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.0
4,4,Existing,clpA_1,clpX_1,nifS_1,pepX_1,pyrG_1,recG_1,rplB_1,uvrA_1,0.088
5,17753,Existing,clpA_1,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.116
6,17833,New,clpA_21,clpX_1,nifS_15,pepX_8,pyrG_1,recG_1,rplB_2,uvrA_124,0.222
