,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,23,Existing,clpA_8,clpX_1,nifS_1,pepX_1,pyrG_4,recG_6,rplB_1,uvrA_7,0.691
1,24,New,clpA_8,clpX_1,nifS_1,pepX_1,pyrG_4,recG_7,rplB_1,uvrA_7,0.309
