,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
0,1,clpA_189,clpX_149,nifS_135,pepX_6,pyrG_167,recG_25,rplB_21,uvrA_162,New
1,2,clpA_189,clpX_149,nifS_135,pepX_161,pyrG_167,recG_25,rplB_21,uvrA_162,Existing
2,3,clpA_208,clpX_149,nifS_135,pepX_6,pyrG_167,recG_25,rplB_21,uvrA_162,New
3,4,clpA_208,clpX_149,nifS_135,pepX_161,pyrG_167,recG_25,rplB_21,uvrA_162,New
