	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	63	486	2	266	187	224	344	23	215	326	269	117	13	100	481	244	257	469	312	114	64	171	183	292	172	4	166	539	202	203	344	111	616	3	0	441	237	100	212	361
