	0	1	2	3	4	5	6	7
0	0.8	1.0	0.666666666667	0.307692307692	0.5	0.266666666667	0.666666666667	0.666666666667
1	0.75	0.666666666667	0.666666666667	0.461538461538	0.4	0.6	0.666666666667	0.461538461538
2	0.857142857143	0.5	0.75	0.333333333333	0.6	0.428571428571	0.75	0.545454545455
3	0.3	0.1875	0.333333333333	0.2	0.428571428571	0.5	0.75	0.6
4	0.571428571429	0.8	0.8	0.571428571429	0.8	0.8	0.8	0.571428571429
5	0.5	1.0	0.25	0.4	0.5	0.666666666667	0.666666666667	0.4
6	0.833333333333	0.555555555556	0.555555555556	0.714285714286	0.3125	0.294117647059	0.357142857143	0.416666666667
7	0.6	0.5	0.6	0.75	0.136363636364	0.75	0.428571428571	0.75
8	0.6	0.428571428571	0.375	0.6	0.375	0.75	0.25	0.375
9	0.714285714286	0.625	0.416666666667	0.625	0.555555555556	0.625	0.357142857143	0.5
10	0.368421052632	0.545454545455	0.269230769231	0.368421052632	0.4375	0.368421052632	0.466666666667	0.368421052632
11	0.857142857143	0.4	0.352941176471	0.666666666667	0.6	0.4	0.428571428571	0.857142857143
12	0.5	0.461538461538	0.75	0.461538461538	0.545454545455	0.375	0.428571428571	0.461538461538
13	0.666666666667	0.25	0.25	1.0	0.4	0.25	0.333333333333	0.666666666667
14	0.666666666667	0.5	1.0	1.0	0.5	0.5	0.4	0.666666666667
15	0.75	0.375	0.545454545455	0.461538461538	0.666666666667	0.75	0.6	0.5
16	0.875	0.875	0.7	0.4375	0.5	0.466666666667	0.368421052632	0.636363636364
17	0.714285714286	0.833333333333	0.625	0.625	0.555555555556	0.3125	0.833333333333	0.555555555556
18	0.857142857143	0.4	0.5	0.75	0.428571428571	0.545454545455	0.666666666667	0.75
19	0.5	0.8	0.25	0.5	0.444444444444	0.266666666667	0.666666666667	0.571428571429
20	0.666666666667	0.375	0.428571428571	0.285714285714	0.75	0.461538461538	0.666666666667	0.4
21	0.25	0.666666666667	0.8	0.571428571429	0.8	0.571428571429	0.8	0.333333333333
22	0.4	0.368421052632	0.333333333333	0.583333333333	0.636363636364	0.291666666667	0.333333333333	1.0
23	0.388888888889	0.375	0.333333333333	1.0	0.5	0.2	0.7	0.25
24	0.75	0.333333333333	0.5	0.4	0.666666666667	0.4	0.6	0.666666666667
25	0.4	0.857142857143	0.352941176471	0.75	0.6	0.285714285714	0.25	0.5
26	0.6	0.6	0.333333333333	0.3	0.375	0.166666666667	0.545454545455	0.25
27	0.5	0.666666666667	0.666666666667	1.0	0.5	0.666666666667	0.75	0.5
28	0.285714285714	0.6	0.333333333333	0.5	0.6	0.666666666667	0.4	0.545454545455
29	0.857142857143	0.5	0.454545454545	0.714285714286	0.714285714286	0.25	0.857142857143	0.555555555556
30	0.714285714286	1.0	0.5	0.416666666667	0.625	0.416666666667	1.0	1.0
31	0.625	0.235294117647	0.2	0.307692307692	0.25	0.571428571429	0.833333333333	0.25
32	0.363636363636	1.0	0.4	0.6	0.4	0.428571428571	0.571428571429	0.375
33	0.75	0.75	0.25	0.428571428571	0.666666666667	0.176470588235	0.5	0.666666666667
34	0.6	0.545454545455	0.666666666667	0.666666666667	1.0	0.666666666667	1.0	1.0
35	0.75	0.75	0.7	0.666666666667	0.388888888889	0.75	0.375	0.4375
36	0.545454545455	0.466666666667	0.411764705882	0.583333333333	0.333333333333	0.636363636364	0.4	0.666666666667
37	0.636363636364	1.0	0.4	0.363636363636	0.571428571429	0.5	0.777777777778	0.4
38	0.666666666667	0.375	0.35	0.333333333333	0.259259259259	0.75	0.5	0.4375
39	0.6	0.666666666667	0.285714285714	0.4	0.333333333333	0.666666666667	0.272727272727	0.25
