	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	0.00020440512769	0.000268422147882	6.15362599746e-06	0.000186908668885	0.00017335974768	0.000499736194271	0.000490169169696	0.000140133582363	0.000217760574394	0.000336878904194	0.000152976689025	0.00017723986473	8.88089119835e-05	8.89494716084e-05	0.0001848457189	0.000161308454897	0.000341462681292	0.000425512144173	0.000333848937611	0.172870607656	0.000271945608121	0.000466675720372	0.000345742462965	0.000488931064003	0.000331544323861	0.000403123561505	0.000440344316497	0.000395791176135	0.000340370673415	5.71510339942e-07	0.000363789450823	0.000103486678856	0.000419958311096	0.000201108268386	0.0371501763267	0.169973456371	0.000379098859362	0.000400907214967	0.000115455002563	5.09157929862e-05
