	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	0.6875	0.625	0.6875	0.8	0.5	0.9375	0.4	0.5	0.6875	0.5625	0.6875	0.6875	0.928571428571	0.5625	0.6875	0.692307692308	0.25	0.466666666667	1.0	0.8125	0.615384615385	0.75	0.583333333333	0.714285714286	0.625	1.0	0.3125	0.8125	0.4375	0.5
