	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	0.314285714286	0.416666666667	0.458333333333	0.6	0.333333333333	0.51724137931	0.5	0.333333333333	0.5	0.264705882353	0.305555555556	0.6875	0.481481481481	0.529411764706	0.6875	0.5625	0.25	0.291666666667	0.421052631579	0.619047619048	1.0	0.521739130435	0.875	0.47619047619	0.188679245283	0.516129032258	0.172413793103	0.351351351351	0.388888888889	0.266666666667
