	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	0.9375	1.0	0.9375	0.933333333333	0.9375	1.0	0.818181818182	0.9375	0.8125	0.9375	0.9375	0.9375	0.928571428571	0.764705882353	1.0	0.846153846154	1.0	0.866666666667	0.75	1.0	0.923076923077	1.0	1.0	0.785714285714	1.0	0.875	1.0	0.9375	0.9375	0.882352941176
