,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.714285714286,0.555555555556,1.0,0.714285714286,0.357142857143,1.0,1.0,0.625,1.0,1.0,1.0,0.714285714286,0.714285714286,1.0,1.0,1.0,0.285714285714,0.666666666667,1.0,1.0,0.4,0.416666666667,1.0,1.0,1.0,1.0,0.714285714286,1.0,1.0,1.0,1.0,0.666666666667
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8
2,1.7763568394e-15,0.0,0.000500000000003,4.4408920985e-16,0.0215000376862,0.0,1.55431223448e-15,0.000500000000002,0.021,0.0215000000172,0.000500000000003,0.0205,0.0205006192509,0.0,0.0005,1.0519896575e-10,2.62900812231e-13,0.001,7.9936057773e-15,0.0205,0.0205,0.000500000000001,0.000499999999999,1.7763568394e-15,1.85821428571,33.8595,0.0005,0.0,2.85500000735,9.09245289901e-11,7.1054273576e-15,0.0,0.0,0.000500000000003,0.020499998,8.881784197e-15,0.0,0.0,0.000499999999999,14.494
