,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
233,234,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_85,recG_259,rplB_23,uvrA_29,New
234,235,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_294,uvrA_288,New
235,236,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_294,uvrA_28,New
236,237,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_294,uvrA_29,New
237,238,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_23,uvrA_288,New
238,239,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_23,uvrA_28,New
239,240,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_91,rplB_23,uvrA_29,New
240,241,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_294,uvrA_288,New
241,242,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_294,uvrA_28,New
242,243,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_294,uvrA_29,New
243,244,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_23,uvrA_288,New
244,245,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_23,uvrA_28,New
245,246,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_27,rplB_23,uvrA_29,New
246,247,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_259,rplB_294,uvrA_288,New
247,248,clpA_51,clpX_24,nifS_298,pepX_86,pyrG_282,recG_259,rplB_294,uvrA_28,New
