,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,15,Existing,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,1.0
