,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,14,Existing,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_8,0.747
1,15,Existing,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.238
2,16,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_8,0.015
3,22,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_8,0.0
