,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,15,Existing,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.121
1,17652,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_1,0.00199999999999
2,16,New,clpA_4,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_8,0.0
3,22,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_8,0.233
4,18110,New,clpA_11,clpX_11,nifS_12,pepX_1,pyrG_1,recG_1,rplB_1,uvrA_1,0.177
5,4,Existing,clpA_1,clpX_1,nifS_1,pepX_1,pyrG_1,recG_1,rplB_1,uvrA_1,0.248
6,17753,Existing,clpA_1,clpX_1,nifS_1,pepX_1,pyrG_1,recG_6,rplB_1,uvrA_7,0.219
