,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,1,Existing,clpA_4,clpX_4,nifS_3,pepX_3,pyrG_3,recG_3,rplB_3,uvrA_3,0.602
1,6155,New,clpA_4,clpX_119,nifS_1,pepX_3,pyrG_3,recG_3,rplB_3,uvrA_3,0.138
2,6156,New,clpA_4,clpX_119,nifS_3,pepX_116,pyrG_3,recG_3,rplB_3,uvrA_7,0.26
