,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,12429,New,clpA_7,clpX_6,nifS_1,pepX_1,pyrG_1,recG_8,rplB_1,uvrA_5,0.265
1,12609,New,clpA_7,clpX_6,nifS_14,pepX_1,pyrG_1,recG_5,rplB_8,uvrA_5,0.3
2,12646,New,clpA_7,clpX_2,nifS_1,pepX_117,pyrG_1,recG_5,rplB_3,uvrA_7,0.183
3,12728,New,clpA_7,clpX_2,nifS_1,pepX_1,pyrG_1,recG_21,rplB_2,uvrA_19,0.113
4,13131,New,clpA_4,clpX_6,nifS_14,pepX_13,pyrG_1,recG_5,rplB_2,uvrA_104,0.139
