,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportion
0,5857,New,clpA_6,clpX_1,nifS_1,pepX_15,pyrG_2,recG_8,rplB_2,uvrA_8,0.323
1,14,Existing,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_8,0.373
2,22,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_8,0.159
3,6124,New,clpA_12,clpX_1,nifS_5,pepX_1,pyrG_2,recG_21,rplB_1,uvrA_104,0.145
