,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
0,1,clpA_38,clpX_71,nifS_25,pepX_87,pyrG_24,recG_29,rplB_24,uvrA_28,New
1,2,clpA_38,clpX_71,nifS_25,pepX_33,pyrG_24,recG_29,rplB_24,uvrA_28,New
2,3,clpA_38,clpX_24,nifS_25,pepX_87,pyrG_24,recG_29,rplB_24,uvrA_28,New
3,4,clpA_38,clpX_24,nifS_25,pepX_33,pyrG_24,recG_29,rplB_24,uvrA_28,Existing
