,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
0,1,clpA_6,clpX_1,nifS_167,pepX_1,pyrG_3,recG_7,rplB_1,uvrA_19,New
1,2,clpA_6,clpX_1,nifS_167,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_19,New
2,3,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_3,recG_7,rplB_1,uvrA_19,New
3,4,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_1,uvrA_19,Existing
