	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	1.2260220256384506	0.055463155704236766	0.5600307681299863	0.6632523653244609	0.04552007924303958	0.4364992085828131	0.004078646642435846	1.297261202241267	0.0639111971280279	0.07266312109580608	0.20785832635365442	0.2594048412174327	0.31562166238388506	5.505294279508886	0.07803267817900389	9.001774854785761	5.805199386588454	0.047567880614917846	6.95431289213708	6.393075079992959	4.1943784053485995	1.9081699284109255	1.1380909537122121	0.08987305546128488	0.015648420366370375	1.6008692946657306	0.5268372783520818	1.8993655809522139	1.7017253657891296	0.2662370318939993	0.1755385227329329	1.2945630848237584	1.7345605646946147	0.24919493689979078	0.6355070950590618	0.7473274088880502	4.058089919121689	0.06886188335167975	0.8054021878611379	1.3935786910193975
