,ST,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,New/Existing
0,1,clpA_109,clpX_24,nifS_23,pepX_85,pyrG_96,recG_27,rplB_23,uvrA_28,Existing
1,2,clpA_109,clpX_24,nifS_23,pepX_85,pyrG_96,recG_63,rplB_23,uvrA_28,New
