,ST,New/Existing,clpA,clpX,nifS,pepX,pyrG,recG,rplB,uvrA,Proportions,Sample
0,14,New,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_94,uvrA_8,0.8106588498530194,s3
1,16,New,clpA_6,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_4,uvrA_8,0.09231682723728489,s3
2,17,New,clpA_4,clpX_1,nifS_8,pepX_1,pyrG_1,recG_6,rplB_94,uvrA_7,0.0076264381848027765,s3
3,19,New,clpA_4,clpX_1,nifS_8,pepX_1,pyrG_1,recG_6,rplB_4,uvrA_7,0.0016944320684460813,s3
4,20,New,clpA_4,clpX_1,nifS_8,pepX_1,pyrG_1,recG_6,rplB_4,uvrA_8,0.016778805529019752,s3
5,25,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_6,rplB_94,uvrA_7,0.03956818483131736,s3
6,27,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_6,rplB_4,uvrA_7,0.013659589282184637,s3
7,30,New,clpA_4,clpX_1,nifS_5,pepX_1,pyrG_1,recG_7,rplB_94,uvrA_8,1.6815151922682653e-05,s3
